stop_id,stop_name,stop_desc,stop_lon,stop_lat,location_type,parent_station;;
00110998800035,Estação METRO Vilarinho,Ave Vilarinho em frente ao numero 35,-43.946748,-19.821486;;
00101709502387,Estação METRO Santa Efigenia,Rua Conselheiro Rocha em frente ao numero 2387,-43.92303,-19.919905;;
00101709504050,Estação METRO Horto Florestal,Rua Conselheiro Rocha em frente ao numero 4050,-43.913,-19.9069;;
00101865205602,Estação METRO Sao Gabriel,Ave Cristiano Machado em frente ao numero 5602,-43.92651,-19.8635;;
00101865209040,Estação METRO Primeiro De Maio,Ave Cristiano Machado em frente ao numero 9040,-43.9342,-19.8587;;
00101865209184,Estação METRO Waldomiro Lobo,Ave Cristiano Machado em frente ao numero 9184,-43.93273,-19.8478;;
00101865210411,Estação METRO Floramar,Ave Cristiano Machado em frente ao numero 10411,-43.94044,-19.8339;;
00103226701060,Estação METRO Calafate,Ave Guaratan em frente ao numero 1060,-43.97034,-19.92253;;
00104810701295,Estação METRO Lagoinha,Ave Nossa Senhora De Fatima em frente ao numero 1295,-43.9426,-19.91282;;
00104810702875,Estação METRO Carlos Prates,Ave Nossa Senhora De Fatima em frente ao numero 2875,-43.95649,-19.91783;;
00105717400030,Estação METRO Vila Oeste,Rua Quilombo em frente ao numero 30,-44.0031,-19.939;;
00108468600495,Estação METRO Gameleira,Rua Conde Pereira Carneiro em frente ao numero 495,-43.9882,-19.928;;
00103261701822,Estação METRO Jose Candido Da Silveira,Rua Gustavo Da Silveira em frente ao numero 1822,-43.91293,-19.8835;;
00104091500300,Estação METRO Minas Shopping,Rua Queluzita em frente ao numero 300,-43.9252,-19.87218;;
00104469501020,Estação METRO Santa Teresa,Rua Marmore em frente ao numero 1020,-43.9127,-19.918;;
00105955800001,Estação METRO Central,Pca Rui Barbosa em frente ao numero 1,-43.93337,-19.9178;;
00107029300030,Estação METRO Santa Ines,Rua Contagem em frente ao numero 30,-43.9109,-19.895;;
00300166500050,Estação METRO Cidade Industrial,Rua Diamante em frente ao numero 50,-44.0167,-19.94622;;
00100166600083,Estação METRO Eldorado,Via Expressa em frente ao numero 83,-44.029928,-19.938481;;
00106195000480,Estação MOVE - Rio de Janeiro,Avenida Santos Dumont em frente ao numero 480,-43.938596,-19.9156,1,;;
00106195000600,Estação MOVE - Sao Paulo,Avenida Santos Dumont em frente ao numero 600,-43.93964767456055,-19.91531757907985,1,;;
00105223000160,Estação MOVE - Carijos,Avenida Parana em frente ao numero 160,-43.9416971220328, -19.9172683090883,1,;;
00105223000300,Estação MOVE - Tamoios,Avenida Parana em frente ao numero 300,-43.9421165436001, -19.9188446261622,1,;;
00101865200551,Estação MOVE - Silviano Brandao,Avenida Cristiano Machado em frente ao numero 551,-43.932437896728516,-19.903696674196595,1,;;
00101865201240,Estação MOVE - Sagrada Familia,Avenida Cristiano Machado em frente ao numero 1240,-43.928297,-19.900481,1,;;
00101865201404,Estação MOVE - Sao Judas Tadeu,Avenida Cristiano Machado em frente ao numero 1404,-43.927721,-19.897574,1,;;
00101865201840,Estação MOVE - Feira dos Produtores,Avenida Cristiano Machado em frente ao numero 1840,-43.928599,-19.891252,1,;;
00101865202300,Estação MOVE - Cidade Nova,Avenida Cristiano Machado em frente ao numero 2300,-43.929339,-19.887157,1,;;
00101865202640,Estação MOVE - Ipiranga,Avenida Cristiano Machado em frente ao numero 2640,-43.929849,-19.883543,1, ;;
00101865202842,Estação MOVE - Uniao,Avenida Cristiano Machado em frente ao numero 2842,-43.929965,-19.881109,1, ;;
00101865203430,Estação MOVE - Ouro Minas,Avenida Cristiano Machado em frente ao numero 3430,-43.92891883850098,-19.877314456805017,1,;;
00101865204800,Estação MOVE - Minas Shopping,Avenida Cristiano Machado em frente ao numero 4800,-43.9275917847262, -19.870804820047,1,;;
00100446108400,Estação MOVE - Santa Rosa,Avenida Presidente Antonio Carlos em frente ao numero 8400,-43.964763879776,-19.850019625150118,1,;;
00100446107452,Estação MOVE - Mineirao,Avenida Presidente Antonio Carlos  em frente ao numero 7452,-43.960182666778564,-19.8571137059734681,1,;;
00100446106700,Estação MOVE - UFMG,Avenida Presidente Antonio Carlos em frente ao numero 6700,-43.95804762840271,-19.862966336127005,1,;;
00100446106290,Estação MOVE - Liberdade,Avenida Presidente Antonio Carlos em frente ao numero 6290,-43.956953287124634,-19.865862299108556,1,;;
00100446104060,Estação MOVE - Colegio Militar,Avenida Presidente Antonio Carlos  em frente ao numero 4060,-43.954432010650635,-19.872380544928284,1,;;
00100446103720,Estação MOVE - Sao Francisco,Avenida Presidente Antonio Carlos em frente ao numero 3720,-43.952693939208984,-19.87721356035003,1,;;
00100446103640,Estação MOVE - Cachoeirinha,Avenida Presidente Antonio Carlos em frente ao numero 3640,-43.95137429237366,-19.88081552400244,1,;;
00100446103100,Estação MOVE - Americo Vespucio,Avenida Presidente Antonio Carlos em frente ao numero 3100,-43.95097732543945,-19.88456874354924,1,;;
00100446102650,Estação MOVE - Aparecida,Avenida Presidente Antonio Carlos em frente ao numero 2650,-43.94987,-19.889013,1,;;
00100446101980,Estação MOVE - Operarios,Avenida Presidente Antonio Carlos em frente ao numero 1980,-43.949476,-19.894748,1,;;
00100446101560,Estação MOVE - Hospital Belo Horizonte,Avenida Presidente Antonio Carlos em frente ao numero 1560,-43.947877,-19.897651,1,;;
00100446101200,Estação MOVE - IAPI,Avenida Presidente Antonio Carlos em frente ao numero 1200,-43.94583821296692,-19.900912372322068,1,;;
00100446100880,Estação MOVE - Hospital Odilon Behrens,Avenida Presidente Antonio Carlos em frente ao numero 880,-43.944653,-19.90374,1,;;
00100446100580,Estação MOVE - SENAI,Avenida Presidente Antonio Carlos em frente ao numero 580,-43.943508,-19.907238,1,;;
00104833701801,Estação MOVE - Lagoa do Nado,Ave Dom Pedro I em frente ao numero 1801,-43.962101,-19.83019,1,;;
00104833700700,Estação MOVE - Monte Castelo,Ave Dom Pedro I em frente ao numero 703,-43.965623,-19.837492,1,;;
00104833701271,Estação MOVE - Montese,Ave Dom Pedro I em frente ao numero 1271,-43.963676,-19.833467,1,;;
00104833702231,Estação MOVE - S. J. Batista,Ave Dom Pedro I em frente ao numero 2231,-43.95863,-19.826978,1,;;
00104833702701,Estação MOVE - Planalto,Ave Dom Pedro I em frente ao numero 2701,-43.955093,-19.824562,1,;;
00106195000481,Ave Santos Dumont em frente ao numero 481, Estação Rio De Janeiro - Modulo 1b (Entre Rua Sao Paulo E Rua Rio De Janeiro), -43.9382394620095, -19.915647130385900106195000480;;
00106195000484,Ave Santos Dumont em frente ao numero 484, Estação Rio De Janeiro - Modulo 2a (Entre Rua Rio De Janeiro E Rua Sao Paulo), -43.9384439920165, -19.915548056393700106195000480;;
00106195000601,Ave Santos Dumont em frente ao numero 601, Estação Sao Paulo - Modulo 2b (Entre Rua Curitiba E Rua Sao Paulo), -43.9393540482687, -19.91537566634600106195000600;;
00106195000602,Ave Santos Dumont em frente ao numero 602, Estação Sao Paulo - Modulo 1a (Entre Rua Sao Paulo E Rua Curitiba), -43.9395729260135, -19.915273785196700106195000600;;
00106195000603,Ave Santos Dumont em frente ao numero 603, Estação Sao Paulo - Modulo 1b (Entre Rua Curitiba E Rua Sao Paulo), -43.9398422249716, -19.915260933967500106195000600;;
00105223000161,Ave Parana em frente ao numero 161,Estação Carijos - Modulo 2b (Entre Rua Dos Carijos E Rua Dos Tupinambas), -43.9416971220327, -19.917268309088400105223000160;;
00105223000162,Ave Parana em frente ao numero 162,Estação Carijos - Modulo 1a (Entre Rua Dos Tupinambas E Rua Dos Carijos), -43.9418075218679, -19.917532534662800105223000160;;
00105223000163,Ave Parana em frente ao numero 163,Estação Carijos - Modulo 1b (Entre Rua Dos Carijos E Rua Dos Tupinambas), -43.9418181526559, -19.917772673874600105223000160;;
00105223000301,Ave Parana em frente ao numero 301,Estação Tamoios - Modulo 1b (Entre Rua Dos Carijos E Rua Dos Tamoios), -43.9421165436002, -19.918844626162400105223000300;;
00105223000302,Ave Parana em frente ao numero 302,Estação Tamoios - Modulo 1a (Entre Rua Dos Carijos E Rua Dos Tamoios), -43.9420893410163, -19.91855360829200105223000300;;
